book	hymn	verse	dcs_chapter_id	match	coverage	dcs_sent_ids	dcs_text	samudra_ru
2	36	4	11342	content	1.0	633860,633861	yathākharo maghavaṃś cārur eṣa priyo mṛgāṇāṃ suṣadā babhūva / evā bhagasya juṣṭeyam astu nārī saṃpriyā patyāvirādhayantī	Как эта удобная берлога, о щедрый, Стала приятной для хорошо устроившихся зверей, Так желанной для Бхаги пусть станет Эта женщина, ладящая с мужем, непротиворечащая!
2	36	5	11342	content	1.0	633862,633863	bhagasya nāvam ā roha pūrṇām anupadasvatīm / tayopapratāraya yo varaḥ pratikāmyaḥ	Поднимись в ладью Бхаги, Полную, неисчерпаемую! Перевези сюда на ней (того) Жениха, который (тебе) по сердцу!
2	36	6	11342	content	1.0	633864,633865	ā krandaya dhanapate varam āmanasaṃ kṛṇu / sarvaṃ pradakṣiṇaṃ kṛṇu yo varaḥ pratikāmyaḥ	Покричи (ему), о повелитель богатства! Сделай жениха расположенным! Повернись правой стороной к любому Жениху, который (тебе) по сердцу!
2	36	7	11342	content	1.0	633866,633867	idaṃ hiraṇyaṃ gulgulv ayam aukṣo atho bhagaḥ / ete patibhyas tvām aduḥ pratikāmāya vettave	Вот золото, вот смола, Вот аукша, а также счастье. Они отдали тебя мужьям, Чтобы ты нашла себе по сердцу!
2	36	8	11342	content	1.0	633868	ā te nayatu savitā nayatu patir yaḥ pratikāmyaḥ	Тебе пусть приведет (его) Савитар, Приведет мужа, который по сердцу! Ты ей дай (его), о трава!
3	1	1	10472	content	0.706	633869_1,633870_1,633870_2	agniḥ naḥ śatrūn prati etu vidvān pratidahan abhiśastim arātim / sa senām mohayatu pareṣām / nirhastān ca kṛṇavat jātavedāḥ	Пусть Агни-знаток выступит против наших врагов, Встречая огнем проклятие, враждебность! Пусть собьет он с толку армию врагов И сделает (их) безрукими, Джатаведас!
3	1	2	10472	content	0.611	633871_1,633871_2,633872_1,633872_2,633872_3	yūyam ugrāḥ marutaḥ īdṛśe stha / abhi preta mṛṇata sahadhvam / amīmṛṇan vasavaḥ / nāthitāḥ ime / agniḥ hi eṣām dūtaḥ pratyetu vidvān	Вы бываете грозными в таком (деле), о Маруты. Идите вперед, разбивайте, одолевайте! Ведь эти Васу разбили (их), когда их попросили, А ведь Агни — их вестник. Пусть он выступит против (врагов),знаток!
3	1	3	10472	content	0.615	633874_1	amitra senām maghavan asmān śatrūyatīm abhi yuvam tām indra vṛtrahan agniḥ ca dahatam prati	Неприятельскую армию, о щедрый. Враждующую с нами, О Индра, убийца Вритры, и Агни, Встретьте вы их оба огнем!
3	1	4	10472	content	0.789	633875_1,633876_1,633876_2	prasūtaḥ indra pravatā haribhyām pra te vajraḥ pramṛṇan etu śatrūn / jahi pratīcaḥ anūcaḥ parācaḥ / viṣvak satyam kṛṇuhi cittam eṣām	Побужденная (нами), о Индра, (пусть) стремительно (помчится колесница) с двумя булаными конями! Пусть двинется вперед твоя ваджра, разбивая врагов! Убей (тех), кто идет навстречу, идет следом, идет прочь! Сделай их подлинный замысел развеянным!
3	1	5	10472	content	0.7	633877_1,633878_1	indra senām mohaya amitrāṇām / agneḥ vātasya dhrājyā tān viṣūcaḥ vi nāśaya	О Индра, сбей с толку армию недругов! Порывом огня (и) ветра Уничтожь их, разметав!
3	1	6	10472	content	0.692	633879_1,633879_2,633880_1,633880_2	indraḥ senām mohayatu / marutaḥ ghnantu ojasā / cakṣūṃsi agniḥ ā dattām / punar etu parājitā	Пусть Индра собьет армию с толка! Пусть Маруты убивают силой! Пусть Агни отберет (у нее) глаза! Пусть вернется она, потерпев поражение!
3	2	1	10473	content	1.0	633881,633882	agnir no dūtaḥ pratyetu vidvān pratidahann abhiśastim arātim / sa cittāni mohayatu pareṣāṃ nirhastāṃś ca kṛṇavaj jātavedāḥ	Агни, наш вестник, пусть выступит как знаток. Встречая огнем проклятие, враждебность! Пусть собьет он с толку замыслы врагов И сделает (врагов) безрукими, Джатаведас!
3	2	2	10473	content	1.0	633883,633884	ayam agnir amūmuhad yāni cittāni vo hṛdi / vi vo dhamatv okasaḥ pra vo dhamatu sarvataḥ	Этот Агни сбил с толку (все) Замыслы, что у вас на сердце. Пусть он выдует вас из дому! Пусть он раздует вас во все стороны!
3	2	3	10473	content	1.0	633885,633886	indra cittāni mohayann arvāṅ ākūtyā cara / agner vātasya dhrājyā tān viṣūco vi nāśaya	О Индра, сбивая с толку (их) замыслы. Иди сюда с (их) намерением! Порывом огня (и) ветра Уничтожь их, разметав!
3	2	4	10473	content	0.667	633887,633888_1	vy ākūtaya eṣām itātho cittāni muhyata / atha u yat adya eṣām hṛdi tat eṣām pari niḥ jahi	Рассейтесь, их намерения! Смутитесь также, (их) замыслы! Затем, что сегодня у них на сердце. Выбей это из них!
3	2	5	10473	content	0.562	633889_1,633889_2,633890_1,633890_2	amīṣām cittāni pratimohayantī gṛhāṇa aṅgāni / apve parehi / abhi prehi / niḥ daha hṛtsu śokaiḥ	Сбивая с толку замыслы тех (врагов). Хватая (их) за конечности, о Апва, ступай прочь! Иди на них! Сожги (их) сердца приступами боли! Порази недругов припадком, врагов — мраком!
3	2	6	10473	content	1.0	633891,633892	asau yā senā marutaḥ pareṣām asmān aity abhy ojasā spardhamānā / tām vidhyata tamasāpavratena yathaiṣām anyo anyaṃ na jānāt	Та армия врагов, о Маруты, Что идет на нас, состязаясь в силе, — Поразите ее необычным мраком. Чтобы ни один из них не узнавал другого!
3	3	1	10474	content	1.0	633893,633894	acikradat svapā iha bhuvad agne vy acasva rodasī urūcī / yuñjantu tvā maruto viśvavedasa āmuṃ naya namasā rātahavyam	Он громко зашумел. Да будет он здесь умело действовать! О Агни, распространись над двумя широкими мирами! Пусть запрягут тебя Маруты, обладающие всем! Того (человека), принесшего жертвы, привези сюда с поклоном!
3	3	2	10474	content	1.0	633895,633896	dūre cit santam aruṣāsa indram ā cyāvayantu sakhyāya vipram / yad gāyatrīṃ bṛhatīm arkam asmai sautrāmaṇyā dadhṛṣanta devāḥ	Индру вдохновенного, пусть даже находящегося далеко, Пусть пригонят рыжие для дружбы. Когда боги дерзают предложить ему Гаятри, брихати, песнь вместе с (обрядом) саутрамани.
3	3	3	10474	content	1.0	633897,633898	adbhyas tvā rājā varuṇo hvayatu somas tvā hvayatu parvatebhyaḥ / indras tvā hvayatu viḍbhya ābhyaḥ śyeno bhūtvā viśa ā patemāḥ	Ради вод пусть призовет тебя царь Варуна! Сома пусть призовет тебя ради гор! Индра пусть призовет тебя ради этих племен! Став соколом, лети к этим племенам!
3	3	4	10474	content	1.0	633899,633900	śyeno havyaṃ nayatv ā parasmād anyakṣetre aparuddhaṃ carantam / aśvinā panthāṃ kṛṇutāṃ sugaṃ ta imaṃ sajātā abhisaṃviśadhvam	Пусть принесет сюда сокол издалека достойного призывов Изгнанника, бродящего в чужих владениях! Пусть сделают Ашвины путь легко проходимым для тебя! Сомкнитесь вокруг него, сородичи!
3	3	5	10474	content	1.0	633901,633902	hvayantu tvā pratijanāḥ prati mitrā avṛṣata / indrāgnī viśve devās te viśi kṣemam adīdharan	Пусть призовут тебя противники: Друзья (снова) избрали (тебя). Индра-Агни, Все-Боги поддержали Безопасность для тебя в племени.
3	3	6	10474	content	1.0	633903,633904	yas te havaṃ vivadat sajāto yaś ca niṣṭyaḥ / apāñcam indra taṃ kṛtvāthemam ihāva gamaya	Кто твой призыв оспорит: Сородич или кто посторонний. Повернув того лицом вспять, о Индра, Дай затем этому здесь войти в силу!
3	4	1	10475	content	0.619	633905_1,633905_2,633905_3,633906_1	ā tvā gan rāṣṭram / saha varcasā ud ihi prāṅ / viśām patiḥ eka rāj tvam vi rāja / sarvāḥ tvā rājan pradiśaḥ hvayantu	К тебе пришло царство. Взойди с блеском! Как господин племен, единый царь, воссияй на востоке! Да призовут тебя, о царь, все стороны света! Да будешь ты здесь достойным услужения, достойным поклонения!
3	4	2	10475	content	0.789	633907_1,633908_1,633908_2	tvām viśaḥ vṛṇatām rājyāya tvām imāḥ pradiśaḥ pañca devīḥ / varṣman rāṣṭrasya kakudi śrayasva / tatas naḥ ugraḥ vi bhaja vasūni	Да изберут тебя племена на царствование. Тебя эти пять божественных сторон света! Опирайся о высоту, о вершину царства! После этого, грозный, раздавай нам блага!
3	4	3	10475	content	0.684	633909_1,633909_2,633910_1,633910_2	accha tvā yantu havinaḥ sajātāḥ / agniḥ dūtaḥ ajiraḥ sam carātai / jāyāḥ putrāḥ sumanasaḥ bhavantu / bahum balim prati paśyāsai ugraḥ	Да придут к тебе сородичи, призывая! Да сопутствует тебе Агни — быстрый вестник! Да будут доброжелательны жены (и) сыновья! Да увидишь ты, грозный, большую дань!
3	4	4	10475	content	0.778	633911_1,633912	aśvinā tvā agre mitrāvaruṇā ubhā viśve devāḥ marutaḥ tvā hvayantu / adhā mano vasudeyāya kṛṇuṣva tato na ugro vi bhajā vasūni	Да призовут тебя сначала Ашвины, Митра-Варуна, оба, Все-Боги, тебя — Маруты! Затем направь мысль на дарение благ! После этого, грозный, раздавай нам блага!
3	4	5	10475	content	1.0	633913,633914	ā pra drava paramasyāḥ parāvataḥ śive te dyāvāpṛthivī ubhe stām / tad ayaṃ rājā varuṇas tathāha sa tvāyam ahvat sa upedam ehi	Прибегай сюда из самой дальней дали! Да будут милостивы к тебе Небо-и-Земля, оба! Так сказал тут этот царь Варуна. Он ведь тут тебя позвал — так иди же сюда!
3	4	6	10475	content	1.0	633915,633916	indrendra manuṣyāḥ parehi saṃ hy ajñāsthā varuṇaiḥ saṃvidānaḥ / sa tvāyam ahvat sve sadhasthe sa devān yakṣat sa u kalpayad viśaḥ	О Индра, Индра! Отправляйся к людским (племенам)! Ведь ты же решился, согласный с Варуной. Он позвал тебя в свои пределы, (считая); «Он будет приносить жертвы богам, и он приведет в порядок племена».
3	4	7	10475	content	1.0	633917,633918	pathyā revatīr bahudhā virūpāḥ sarvāḥ saṃgatya varīyas te akran / tās tvā sarvāḥ saṃvidānā hvayantu daśamīm ugraḥ sumanā vaśeha	Счастливые пути, очень разнообразные. Сойдясь все вместе, создали тебе свободное пространство. Да призовут они тебя, все согласные! В десятое (десятилетие жизни) войди здесь, грозный, доброжелательный!
3	5	1	10476	content	0.6	633919_1,633920_1	ā ayam agan parṇa maṇiḥ balī balena pramṛṇan sapatnān / ojaḥ devānām payaḥ oṣadhīnām varcasā mā jinvantu	Пришел сюда этот амулет из парны, сильный. Силой разбивающий соперников. Мощь богов, молоко растений. Пусть неустанно подкрепляет он меня блеском!
3	5	2	10476	content	0.636	633921_1,633922_1	mayi kṣatram parṇa maṇe mayi dhārayatāt rayim / aham rāṣṭrasya abhīvarge nijaḥ bhūyāsam uttamaḥ	Во мне — господство, о амулет из парны. Во мне поддерживай богатство! Да буду я своим (и) высшим В пределах государства!
3	5	3	10476	content	0.769	633924_1	yam nidadhuḥ vanaspatau guhyam devāḥ priyam maṇim tam asmabhyam saha āyuṣā devāḥ dadatu bhartave	Какой приятный амулет боги Тайно вложили в дерево — Пусть дадут его нам боги Носить вместе со сроком жизни!
3	5	4	10476	content	0.533	633925_1,633926_1	somasya parṇaḥ sahaḥ ugram āgan indreṇa dattaḥ varuṇena śiṣṭaḥ / tam bhriyāsām bahu rocamānaḥ dīrgha āyu tvāya śata śāradāya	Парна, грозная сила Сомы, пришел. Данный Индрой, наученный Варуной. Да буду я носить его, ярко сверкая. На долголетие в сто осеней!
3	5	5	10476	unmatched	0.364	633927_1	ā mā ārukṣat parṇa maṇiḥ mahyai ariṣṭatātaye yathā aham uttaraḥ asāni aryamṇaḥ uta saṃvidaḥ	Вознес меня амулет из парны На великую невредимость. Чтобы стал я высшим Перед товарищем, а также перед единомышленником!
3	5	6	10476	content	0.714	633930_1	ye dhīvānaḥ rathakārāḥ karmārāḥ ye manīṣiṇaḥ upastīn parṇa mahyam tvam sarvān kṛṇu abhitas janān	(Те), кто вдохновенные строители колесниц. Кто умелые кузнецы, — Подчиненным мне, о парна. Сделай ты весь народ вокруг!
3	5	7	10476	content	0.6	633932_1	ye rājānaḥ rāja kṛtaḥ sūtāḥ grāmaṇyaḥ ca ye upastīn parṇa mahyam tvam sarvān kṛṇu abhitas janān	(Те), кто цари, кто выдвигает царей. Колесничие и кто предводители отрядов, — Подчиненным мне, о парна. Сделай ты весь народ вокруг!
3	5	8	10476	content	0.692	633933_1,633934_1	parṇaḥ asi tanūpānaḥ sa yoniḥ vīraḥ vīreṇa mayā / saṃvatsarasya tejasā tena badhnāmi tvā maṇe	Ты, парна, защищающий тело. Герой из одного лона со мной, героем. Блеском года — Им я привязываю тебя, амулет.
3	6	1	10478	content	1.0	633935,633936	pumān puṃsaḥ parijāto 'śvatthaḥ khadirād adhi / sa hantu śatrūn māmakān yān ahaṃ dveṣmi ye ca mām	Муж от мужа родился; Ашваттха — от кхадиры. Пусть убьет он врагов моих. Кого я ненавижу и кто — меня!
3	6	2	10478	content	1.0	633937,633938	tān aśvattha niḥ śṛṇīhi śatrūn vaibādhadodhataḥ / indreṇa vṛtraghnā medī mitreṇa varuṇena ca	Раздави их, о ашваттха. Буйных врагов, о сокрушитель. Союзник Индры — убийцы Вритры, (Союзник) Митры и Варуны!
3	6	3	10478	content	1.0	633939,633940	yathāśvattha nirabhano 'ntar mahaty arṇave / evā tānt sarvān nir bhaṅgdhi yān ahaṃ dveṣmi ye ca mām	Подобно тому, о ашваттха, как ты расщепил (кхадиру) Внутри великого бурного потока, Так расщепи ты всех тех. Кого я ненавижу и кто — меня!
3	6	4	10478	content	1.0	633941,633942	yaḥ sahamānaś carasi sāsahāna iva ṛṣabhaḥ / tenāśvattha tvayā vayaṃ sapatnānt sahiṣīmahi	Ты, что бродишь, покоряя. Как покоривший бык, — С таким тобою, о ашваттха. Мы хотим покорить соперников.
3	6	5	10478	content	1.0	633943,633944	sinātv enān nirṛtir mṛtyoḥ pāśair amokyaiḥ / aśvattha śatrūn māmakān yān ahaṃ dveṣmi ye ca mām	Да свяжет Гибель Нерасторжимыми узами смерти Тех врагов моих, о ашваттха. Кого я ненавижу и кто — меня!
3	6	6	10478	content	1.0	633945,633946	yathāśvattha vānaspatyān ārohan kṛṇuṣe 'dharān / evā me śatror mūrdhānaṃ viṣvag bhinddhi sahasva ca	Подобно тому как ты, о ашваттха, взбираясь По деревьям, подминаешь их под себя. Так расколи на части голову Моего врага и осиль (его)!
3	6	7	10478	content	1.0	633947,633948	te 'dharāñcaḥ pra plavantāṃ chinnā naur iva bandhanāt / na vaibādhapraṇuttānāṃ punar asti nivartanam	Да уплывут они вниз. Как лодка, отделенная от причала. Нет возврата тем. Кого вытолкнул сокрушитель!
3	6	8	10478	content	1.0	633949,633950	praiṇān nude manasā pra cittenota brahmaṇā / praiṇān vṛkṣasya śākhayāśvatthasya nudāmahe	Я выталкиваю их Мыслью, волей и заклинанием. Веткой дерева ашваттха Мы выталкиваем их.
3	7	1	10479	content	1.0	633951,633952	hariṇasya raghuṣyado 'dhi śīrṣaṇi bheṣajam / sa kṣetriyaṃ viṣāṇayā viṣūcīnam anīnaśat	У быстро бегущей газели На голове — лекарство. (Своим) рогом она заставила исчезнуть Кшетрию, распространяющуюся во все стороны.
3	7	2	10479	content	1.0	633953,633954	anu tvā hariṇo vṛṣā padbhiś caturbhir akramīt / viṣāṇe vi ṣya guṣpitaṃ yad asya kṣetriyaṃ hṛdi	Вслед за тобой самец газели Шагнул четырьмя ногами. О рог, развяжи кшетрию. Запутавшуюся в сердце этого (человека).
3	7	3	10479	content	1.0	633955,633956	ado yad avarocate catuṣpakṣam iva chadiḥ / tenā te sarvaṃ kṣetriyam aṅgebhyo nāśayāmasi	Что там сверкает вниз, Похожее на крышу с четырьмя сторонами, С его помощью мы заставляем исчезнуть Всю кшетрию из твоих членов.
3	7	4	10479	content	1.0	633957,633958	amū ye divi subhage vicṛtau nāma tārake / vi kṣetriyasya muñcatām adhamaṃ pāśam uttamam	Две счастливые звезды там на небе По имени «Развязуюшие» — Да развяжут они у кшетрии Нижнюю (и) верхнюю петлю!
3	7	5	10479	content	1.0	633959,633960	āpa id vā u bheṣajīr āpo amīvacātanīḥ / āpo viśvasya bheṣajīs tās tvā muñcantu kṣetriyāt	Ведь воды поистине целительны. Воды — гонительницы недугов. Воды целительны ото всего. Да избавят они тебя от кшетрии!
3	7	6	10479	content	1.0	633961,633962	yad āsuteḥ kriyamānāyāḥ kṣetriyaṃ tvā vyānaśe / vedāhaṃ tasya bheṣajaṃ kṣetriyaṃ nāśayāmi tvat	Если кшетрия настигла тебя Из-за приготовляемого питья (?) — Я знаю лекарство от нее, Я заставлю исчезнуть у тебя кшетрию.
3	7	7	10479	content	0.909	633963,633964	apavāse nakṣatrāṇām apavāsa uṣasām uta / apāsmat sarvaṃ durbhūtam apa kṣetriyam ucchatu	Когда гаснут созвездия И когда гаснут утренние зори, (Да погасит он) прочь от нас все злое! Да погасит он кшетрию!
3	8	1	10480	content	0.625	633965_1,633966_1	ā yātu mitraḥ ṛtubhiḥ kalpamānaḥ saṃveśayan pṛthivīm usriyābhiḥ / athā asmabhyam varuṇaḥ vāyuḥ agniḥ bṛhat rāṣṭram saṃveśyam dadhātu	Пусть приходит Митра, сообразуясь с временами года. Побуждая землю соединиться с рыжими (коровами). Затем пусть Варуна, Ваю, Агни нам Дарует соединение — великое царство!
3	8	2	10480	content	0.706	633967_1,633967_2,633968_1	dhātā rātiḥ savitā idam juṣantām / indraḥ tvaṣṭā prati haryantu me vacaḥ / huve devīm aditim śūra putrām sajātānām madhyameṣṭhāḥ yathā asāni	Пусть Дхатар, Рати, Савитар радуются здесь! Пусть Индра, Тваштар (и другие) одобрят мою речь! Зову я богиню Адити, имеюшую сыновей-героев. Чтобы был я находящимся посреди сородичей!
3	8	3	10480	content	0.625	633969_1,633970_1	huve somam savitāram namobhiḥ viśvān ādityāṁ aham uttara tve / ayam agniḥ dīdāyat dīrgham eva sajātaiḥ iddhaḥ a pratibruvadbhiḥ	Зову я Сому, Савитара с поклонениями, Всех Адитьев — ради утверждения превосходства. Пусть очень долго сверкает этот огонь. Зажженный моими не противоречащими сородичами!
3	8	4	10480	unmatched	0.438	633971_1,633971_2,633971_3,633972_1,633972_2	iha id asātha / na paras gamātha / iryaḥ gopāḥ puṣṭa patiḥ vaḥ ājat / asmai kāmāya upa kāminīḥ / viśve vaḥ devāḥ upasaṃyantu	Только здесь оставайтесь! Не уходите далеко! Деятельный пастух, господин процветания, пусть пригонит вас! Ради этого желания приблизьтесь желающие (того же)! Пусть Все-Боги приведут вас вместе!
3	8	5	10480	content	0.812	633973_1,633974_1	sam vaḥ manāṃsi sam vratā sam ākūtīḥ namāmasi / amī ye vivratāḥ sthana tān vaḥ sam namayāmasi	Вместе ваши мысли мы сгибаем. Вместе — обеты, вместе — замыслы. (А) вы, те, что пребываете с противоречащими обетами. Вас таких мы (тоже) вместе сгибаем!
3	8	6	10480	content	0.889	633975_1,633975_2,633976_1,633976_2	aham gṛbhṇāmi manasā manāṃsi / mama cittam anu cittebhiḥ eta / mama vaśeṣu hṛdayāni vaḥ kṛṇomi / mama yātam anuvartmānaḥ eta	Я хватаю (своей) мыслью (ваши) мысли. Моему намерению следуйте со (своими) намерениями! Я подчиняю ваши сердца своей воле. Вертитесь вслед за моим ходом!
3	9	1	10481	content	1.0	633977,633978	karśaphasya viśaphasya dyauḥ pitā pṛthivī mātā / yathābhicakra devās tathāpa kṛṇutā punaḥ	У каршапхи, у вишапхи Небо — отец, земля — мать. Как вы наслали, о боги. Так и заберите снова.
3	9	2	10481	content	1.0	633979,633980	aśreṣmāṇo adhārayan tathā tan manunā kṛtam / kṛṇomi vadhri viṣkandhaṃ muṣkābarho gavām iva	Без прикрепления они прочно удерживали. Так это было сделано (еще) Ману. Я оскопляю вищкандху. Как холостильщик быков.
3	9	3	10481	content	1.0	633981,633982	piśaṅge sūtre khṛgalaṃ tad ā badhnanti vedhasaḥ / śravasyuṃ śuṣmaṃ kābavaṃ vadhriṃ kṛṇvantu bandhuraḥ	Тут исполнители обряда привязывают Амулет (?) к красно-коричневой нити. Пусть привязывания оскопят Стремительную, пылающую кабаву!
3	9	4	10481	content	1.0	633983,633984	yenā śravasyavaś caratha devā ivāsuramāyayā / śunāṃ kapir iva dūṣaṇo bandhurā kābavasya ca	Поскольку, о стремительные, вы движетесь. Как боги, (только) благодаря асурской колдовской силе. Как обезьяна вредоносна для собак, (Так) и привязывания (амулета) для кабавы.
3	9	5	10481	content	1.0	633985,633986	duṣṭyai hi tvā bhatsyāmi dūṣayiṣyāmi kābavam / ud āśavo rathā iva śapathebhiḥ sariṣyatha	Ведь я привяжу тебя для вреда, Я буду повреждать кабаву. С проклятиями сорветесь вы с места. Как быстрые колесницы.
3	9	6	10481	content	0.667	633987_1,633988_1	eka śatam viṣkandhāni viṣṭhitā pṛthivīm anu / teṣām tvām agre ud jaharuḥ maṇim viṣkandha dūṣaṇam	Сто одна вишкандха Рассеяны по земле. Для них сначала они вынули тебя — Амулет, вредящий вишкандхе.
3	10	1	10482	content	1.0	633989,633990	prathamā ha vy uvāsa sā dhenur abhavad yame / sā naḥ payasvatī duhām uttarāmuttarām samām	Она воссияла самой первой. Она стала дойной коровой у Ямы. Полная молока, пусть доится она для нас Каждый будущий год!
3	10	2	10482	content	1.0	633991,633992	yāṃ devāḥ pratinandanti rātrim dhenum upāyatīm / saṃvatsarasya yā patnī sā no astu sumaṅgalī	Кого боги встречают с радостью. Ночь, приближающуюся дойную корову, (Ту), что супруга года, — Да будет она благоприятна для нас!
3	10	3	10482	content	1.0	633993,633994	saṃvatsarasya pratimāṃ yāṃ tvā rātry upāsmahe / sā na āyuṣmatīṃ prajāṃ rāyas poṣeṇa saṃ sṛja	О ночь, ты, кого мы почитаем Как прообраз года. Соедини наше долго живущее Потомство с процветанием богатства!
3	10	4	10482	content	0.944	633995,633996	iyam eva sā yā prathamā vyaucchad āsv itarāsu carati praviṣṭā / mahānto asyāṃ mahimāno antar vadhūr jigāya navagaj janitrī	Она та самая, что воссияла первой. Войдя, она бродит среди тех других. Великие величия у нее внутри. Невеста победила, новопришедшая родительница.
3	10	5	10482	content	1.0	633997,633998	vānaspatyā grāvāṇo ghoṣam akrata haviṣ kṛṇvantaḥ parivatsarīṇam / ekāṣṭake suprajasaḥ suvīrā vayaṃ syāma patayo rayīṇām	Подняли стук жернова из лесного дерева, Совершая годовое жертвоприношение. О экаштака, да будем мы с прекрасным потомством, С прекрасными мужами, господами богатства!
3	10	6	10482	content	1.0	633999,634000	iḍāyās padaṃ ghṛtavat sarīsṛpaṃ jātavedaḥ prati havyā gṛbhāya / ye grāmyāḥ paśavo viśvarūpās teṣāṃ saptānāṃ mayi rantir astu	След Иды — полный жира, бурно сочащийся. О Джатаведас, прими жертвенные возлияния! (Тот) деревенский скот, что всех видов. Из них для семи пусть будет радость у меня!
3	10	7	10482	content	1.0	634001,634002,634003	ā mā puṣṭe ca poṣe ca rātri devānāṃ sumatau syāma / pūrṇā darve parā pata supūrṇā punar ā pata / sarvān yajñānt saṃbhuñjatīṣam ūrjaṃ na ā bhara	Помести меня в процветание и изобилие! О ночь, да будем мы в милости у богов! Полной, о (жертвенная) ложка, улетай прочь! Переполненной прилетай обратно! Наслаждаясь всеми жертвами вместе. Принеси нам питание (и) подкрепление!
3	10	8	10482	content	1.0	634004,634005	āyam agant saṃvatsaraḥ patir ekāṣṭake tava / sā na āyuṣmatīṃ prajāṃ rāyas poṣeṇa saṃ sṛja	Пришел сюда год. Супруг твой, о экаштака. Соедини наше долгоживущее Потомство с процветанием богатства!
3	10	9	10482	content	1.0	634006,634007	ṛtūn yaja ṛtupatīn ārtavān uta hāyanān / samāḥ saṃvatsarān māsān bhūtasya pataye yaje	Я приношу жертву временам года. Повелителям времен года, частям времен года, а также годам. Полугодиям, (целым) годам, месяцам. Господина вселенной я почитаю.
3	10	10	10482	content	1.0	634008,634009	ṛtubhyaṣ ṭvārtavebhyo mādbhyaḥ saṃvatsarebhyaḥ / dhātre vidhātre samṛdhe bhūtasya pataye yaje	Я приношу тебе жертву для времен года. Частей времен года, месяцев, целых лет. Дхатара, Видхатара, Дающего процветание. Господина вселенной я почитаю.
3	10	11	10482	content	1.0	634010,634011	iḍayā juhvato vayaṃ devān ghṛtavatā yaje / gṛhān alubhyato vayaṃ saṃ viśemopa gomataḥ	Мы, возливающие жертвенный напиток, — Я почитаю богов тем, что богато жиром. Да войдем мы вместе в дома. Не сбившиеся с пути, богатые коровами!
3	10	12	10482	content	0.875	634012,634013	ekāṣṭakā tapasā tapyamānā jajāna garbhaṃ mahimānam indram / tena devā vy asahanta śatrūn hantā dasyūnām abhavacchacīpatiḥ	Экаштака, мукой мучимая. Породила зародыш, могущество, Индру. С его помощью боги одолели врагов. Убийцей дасью стал господин силы.
3	10	13	10482	content	0.909	634014,634015_1,634015_2	indraputre somaputre duhitāsi prajāpateḥ / kāmān asmākam pūraya / prati gṛhṇāhi naḥ haviḥ	О ты, чей сын Индра, чей сын Сома, Ты — дочь Праджапати. Исполни наши желания! Прими наше жертвенное возлияние!
3	11	1	10483	content	1.0	634016,634017	muñcāmi tvā haviṣā jīvanāya kam ajñātayakṣmād uta rājayakṣmāt / grāhir jagrāha yady etad enaṃ tasyā indrāgnī pra mumuktam enam	Я освобождаю тебя с помощью жертвенного заклинания для жизни От неизвестной якшмы и от царской якшмы. Если это впилась в него Грахи, Освободите его от нее, о Индра-Агни!
3	11	2	10483	content	0.824	634018,634019_1,634019_2	yadi kṣitāyur yadi vā pareto yadi mṛtyor antikaṃ eva / tam ā harāmi nirṛteḥ upasthāt / aspārṣam enam śata śāradāya	Если у него иссяк срок жизни или если он успел (туда), Если даже он предстал перед лицом смерти, Я вырываю его из лона небытия, Я отвоевал его для жизни в сто осеней!
3	11	3	10483	content	1.0	634020,634021	sahasrākṣeṇa śatavīryeṇa śatāyuṣā haviṣāhārṣam enam / indro yathainaṃ śarado nayāty ati viśvasya duritasya pāram	Я вырвал его с помощью жертвенного возлияния, тысячеглазого. Стомужественного, дающего (жизнь) в сто осеней. Чтобы (многие) осени вел его Индра На ту сторону любой опасности!
3	11	4	10483	content	1.0	634022,634023	śataṃ jīva śarado vardhamānaḥ śataṃ hemantān chatam u vasantān / śataṃ te indro agniḥ savitā bṛhaspatiḥ śatāyuṣā haviṣāhārṣam enam	Живи ты, усиливаясь, сто осеней Сто зим и сто весен! Сто (лет пусть дадут) тебе Индра, Агни, Савитар, Брихаспати! Я вырвал его с помощью жертвенного возлияния, дающего (жизнь) в сто осеней!
3	11	5	10483	content	1.0	634024,634025	pra viśataṃ prāṇāpānāv anaḍvāhāv iva vrajam / vy anye yantu mṛtyavo yān āhur itarān chatam	Войдите, вдох-и-выдох. Как два упряжных быка — в загон! Да сгинут прочие смерти. Которые называют: сто других!
3	11	6	10483	content	1.0	634026,634027	ihaiva staṃ prāṇāpānau māpa gātam ito yuvam / śarīram asyāṅgāni jarase vahataṃ punaḥ	Только здесь оставайтесь, вдох-и-выдох! Не уходите вы прочь отсюда! Снова везите до старости Его тело и члены!
3	11	7	10483	content	1.0	634028,634029	jarāyai tvā pari dadāmi jarāyai ni dhuvāmi tvā / jarā tvā bhadrā neṣṭa vy anye yantu mṛtyavo yān āhur itarān chatam	Старости я вручаю тебя. Старости вытряхиваю тебя. Да поведет тебя (за собой) старость прекрасная! Да сгинут прочие смерти. Которые называют: сто других!
